17:32:47 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.13, GameServerCode: 1)
18:02:11 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.13, GameServerCode: 1)
21:21:30 [AccountInfo] Account connected (Account: enctype2, IpAddress: 177.39.98.36, GameServerCode: 1)
21:23:42 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 177.39.98.36, GameServerCode: 1)
21:23:44 [AccountInfo] Account connected (Account: enctype2, IpAddress: 177.39.98.36, GameServerCode: 1)
21:26:05 [AccountInfo] Account disconnected (Account: enctype2, IpAddress: 177.39.98.36, GameServerCode: 1)
21:26:12 [AccountInfo] Account connected (Account: wall, IpAddress: 177.39.98.36, GameServerCode: 1)
21:28:12 [AccountInfo] Account disconnected (Account: wall, IpAddress: 177.39.98.36, GameServerCode: 1)
21:28:18 [AccountInfo] Account connected (Account: cruzes, IpAddress: 177.39.98.36, GameServerCode: 1)
21:28:32 [AccountInfo] Account disconnected (Account: cruzes, IpAddress: 177.39.98.36, GameServerCode: 1)
21:28:57 [AccountInfo] Account connected (Account: cruzes, IpAddress: 177.39.98.36, GameServerCode: 1)
21:29:04 [AccountInfo] Account disconnected (Account: cruzes, IpAddress: 177.39.98.36, GameServerCode: 1)
21:31:53 [AccountInfo] Account connected (Account: cruzes, IpAddress: 177.39.98.36, GameServerCode: 1)
21:32:52 [AccountInfo] Account disconnected (Account: cruzes, IpAddress: 177.39.98.36, GameServerCode: 1)
21:32:56 [AccountInfo] Account connected (Account: cruzes, IpAddress: 177.39.98.36, GameServerCode: 1)
