18:45:41 [AccountInfo] Account connected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
18:45:51 [AccountInfo] Account disconnected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
18:59:46 [AccountInfo] Account connected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
18:59:58 [AccountInfo] Account disconnected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:01:17 [AccountInfo] Account connected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:01:33 [AccountInfo] Account disconnected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:12:56 [AccountInfo] Account connected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:13:12 [AccountInfo] Account disconnected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:16:04 [AccountInfo] Account connected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:19:01 [AccountInfo] Account disconnected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:49:22 [AccountInfo] Account connected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
19:49:34 [AccountInfo] Account disconnected (Account: viper, IpAddress: 179.137.142.38, GameServerCode: 6)
20:48:28 [AccountInfo] Account connected (Account: foxx, IpAddress: 45.71.219.135, GameServerCode: 6)
20:49:04 [AccountInfo] Account disconnected (Account: foxx, IpAddress: 45.71.219.135, GameServerCode: 6)
