00:27:25 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:27:58 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:29:24 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:29:47 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:31:31 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:31:48 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:34:41 [AccountInfo] Account disconnected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
00:34:41 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:34:42 [AccountInfo] Account disconnected (Account: hard, IpAddress: 187.180.188.111, GameServerCode: 1)
00:40:58 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:41:52 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:42:16 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:43:21 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:43:41 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:50:24 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:51:07 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:55:06 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
00:55:27 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
01:00:58 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
01:01:40 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
01:24:48 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
01:25:54 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
01:28:01 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
13:39:11 [AccountInfo] Account connected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
13:45:20 [AccountInfo] Account disconnected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
13:45:39 [AccountInfo] Account connected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
13:59:14 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
14:00:36 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
14:00:56 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
14:45:06 [AccountInfo] Account disconnected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
14:45:09 [AccountInfo] Account connected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
14:58:40 [AccountInfo] Account disconnected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
16:49:18 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
16:50:34 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
16:56:55 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
16:58:19 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
17:01:13 [AccountInfo] Account connected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
17:48:17 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
17:48:38 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
18:02:21 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
18:02:40 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
18:44:29 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
19:29:49 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
19:39:32 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
19:41:37 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
19:57:27 [AccountInfo] Account disconnected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
19:58:29 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
19:59:20 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:00:01 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:00:47 [AccountInfo] Account connected (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
20:00:49 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:03:15 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:28:14 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:31:30 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:31:53 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:42:34 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
20:42:38 [AccountInfo] Account connected (Account: wall, IpAddress: 177.39.98.14, GameServerCode: 1)
22:19:39 [AccountInfo] Account disconnected (Account: wall, IpAddress: 177.39.98.14, GameServerCode: 1)
22:19:42 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:22:37 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:23:03 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:23:54 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:24:41 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:45:34 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:45:49 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:45:57 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:46:46 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:48:06 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:48:40 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
22:59:20 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
23:22:05 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
23:22:13 [AccountInfo] Account disconnected by clear (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
23:22:13 [AccountInfo] Account disconnected by clear (Account: ymarchiori, IpAddress: 177.45.42.219, GameServerCode: 1)
23:22:53 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
23:26:40 [AccountInfo] Account disconnected by clear (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
23:27:20 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.14, GameServerCode: 1)
