22:00:50 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:06:15 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:06:17 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:10:04 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:18:41 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:35:20 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:35:46 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:36:16 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:36:33 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:36:48 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:37:48 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:40:08 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:40:14 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
22:44:32 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
23:14:17 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
23:20:18 [AccountInfo] Account disconnected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
23:21:00 [AccountInfo] Account connected (Account: viper, IpAddress: 192.168.2.106, GameServerCode: 6)
