00:04:14 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
00:06:33 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
00:32:27 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
00:32:54 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
00:33:34 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
00:34:47 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
00:35:14 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
00:37:31 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:07:13 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:09:36 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:17:11 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:19:36 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:20:26 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:21:33 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:22:37 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:25:07 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:26:57 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:27:08 [AccountInfo] Account connected (Account: foxx, IpAddress: 45.169.85.208, GameServerCode: 0)
20:31:13 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:31:57 [AccountInfo] Account disconnected (Account: foxx, IpAddress: 45.169.85.208, GameServerCode: 0)
20:48:00 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:50:52 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:51:26 [AccountInfo] Account connected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
20:53:48 [AccountInfo] Account disconnected (Account: viper, IpAddress: 45.169.85.208, GameServerCode: 0)
