00:01:45 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 1)
00:03:49 [AccountInfo] Account connected (Account: wall, IpAddress: 177.39.98.45, GameServerCode: 1)
00:04:44 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 1)
00:05:32 [AccountInfo] Account connected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 1)
00:14:43 [AccountInfo] Account disconnected (Account: admin, IpAddress: 187.180.188.111, GameServerCode: 1)
00:41:51 [AccountInfo] Account disconnected (Account: wall, IpAddress: 177.39.98.45, GameServerCode: 1)
00:41:56 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
00:45:03 [AccountInfo] Account disconnected by clear (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
00:45:20 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
00:55:37 [AccountInfo] Account disconnected by clear (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
00:57:00 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
00:59:21 [AccountInfo] Account disconnected by clear (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
01:00:23 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
01:20:28 [AccountInfo] Account disconnected by clear (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
01:20:41 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
13:41:37 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
13:41:56 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
13:42:07 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
13:42:58 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
13:46:04 [AccountInfo] Account disconnected by clear (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
13:46:16 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
14:04:32 [AccountInfo] Account disconnected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
14:04:43 [AccountInfo] Account connected (Account: admin, IpAddress: 177.39.98.45, GameServerCode: 1)
